LocalTime, GPSTime, ESSID, BSSID, Power, Security, Latitude, Longitude, Latitude Error, Longitude Error, Type
2024-11-27 21:01:51,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:51,1900-01-00 00:00:00,,02:26:02:03:25:E0,-28,,0.000000,0.000000,0.000,0.000,Client
2024-11-27 21:01:51,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:52,1900-01-00 00:00:00,,02:26:02:03:25:E0,-33,,0.000000,0.000000,0.000,0.000,Client
2024-11-27 21:01:52,1900-01-00 00:00:00,,02:26:02:03:25:E0,-32,,0.000000,0.000000,0.000,0.000,Client
2024-11-27 21:01:52,1900-01-00 00:00:00,,02:26:02:03:25:E0,-32,,0.000000,0.000000,0.000,0.000,Client
2024-11-27 21:01:52,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:52,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-45, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:52,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-45, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:52,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-45, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:52,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:52,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-45, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:52,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:52,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-45, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:52,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:52,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:53,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:53,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:53,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-45, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:53,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:53,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-45, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:53,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-45, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:53,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-45, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:53,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:53,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:53,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:53,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:53,1900-01-00 00:00:00,,02:26:02:03:25:E0,-44,,0.000000,0.000000,0.000,0.000,Client
2024-11-27 21:01:53,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:53,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:53,1900-01-00 00:00:00,,02:26:02:03:25:E0,-44,,0.000000,0.000000,0.000,0.000,Client
2024-11-27 21:01:53,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:53,1900-01-00 00:00:00,,02:26:02:03:25:E0,-44,,0.000000,0.000000,0.000,0.000,Client
2024-11-27 21:01:53,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:53,1900-01-00 00:00:00,,02:26:02:03:25:E0,-44,,0.000000,0.000000,0.000,0.000,Client
2024-11-27 21:01:53,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:53,1900-01-00 00:00:00,,02:26:02:03:25:E0,-44,,0.000000,0.000000,0.000,0.000,Client
2024-11-27 21:01:53,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:53,1900-01-00 00:00:00,,02:26:02:03:25:E0,-44,,0.000000,0.000000,0.000,0.000,Client
2024-11-27 21:01:53,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:53,1900-01-00 00:00:00,,02:26:02:03:25:E0,-44,,0.000000,0.000000,0.000,0.000,Client
2024-11-27 21:01:53,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:53,1900-01-00 00:00:00,,02:26:02:03:25:E0,-44,,0.000000,0.000000,0.000,0.000,Client
2024-11-27 21:01:53,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:53,1900-01-00 00:00:00,,02:26:02:03:25:E0,-44,,0.000000,0.000000,0.000,0.000,Client
2024-11-27 21:01:53,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:53,1900-01-00 00:00:00,,02:26:02:03:25:E0,-45,,0.000000,0.000000,0.000,0.000,Client
2024-11-27 21:01:53,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-45, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:53,1900-01-00 00:00:00,,02:26:02:03:25:E0,-45,,0.000000,0.000000,0.000,0.000,Client
2024-11-27 21:01:53,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-45, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:53,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-45, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:53,1900-01-00 00:00:00,,02:26:02:03:25:E0,-45,,0.000000,0.000000,0.000,0.000,Client
2024-11-27 21:01:53,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-45, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:53,1900-01-00 00:00:00,,02:26:02:03:25:E0,-45,,0.000000,0.000000,0.000,0.000,Client
2024-11-27 21:01:53,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-45, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:53,1900-01-00 00:00:00,,02:26:02:03:25:E0,-45,,0.000000,0.000000,0.000,0.000,Client
2024-11-27 21:01:53,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-45, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:53,1900-01-00 00:00:00,,02:26:02:03:25:E0,-45,,0.000000,0.000000,0.000,0.000,Client
2024-11-27 21:01:53,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-45, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:53,1900-01-00 00:00:00,,02:26:02:03:25:E0,-45,,0.000000,0.000000,0.000,0.000,Client
2024-11-27 21:01:53,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-45, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:53,1900-01-00 00:00:00,,02:26:02:03:25:E0,-45,,0.000000,0.000000,0.000,0.000,Client
2024-11-27 21:01:53,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-45, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:53,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-42, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:53,1900-01-00 00:00:00,,34:E6:AD:BA:A0:54,-57,,0.000000,0.000000,0.000,0.000,Client
2024-11-27 21:01:53,1900-01-00 00:00:00,,02:26:02:03:25:E0,-45,,0.000000,0.000000,0.000,0.000,Client
2024-11-27 21:01:53,1900-01-00 00:00:00,,34:E6:AD:BA:A0:54,-57,,0.000000,0.000000,0.000,0.000,Client
2024-11-27 21:01:53,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:53,1900-01-00 00:00:00,,02:26:02:03:25:E0,-44,,0.000000,0.000000,0.000,0.000,Client
2024-11-27 21:01:53,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-45, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:53,1900-01-00 00:00:00,,02:26:02:03:25:E0,-45,,0.000000,0.000000,0.000,0.000,Client
2024-11-27 21:01:53,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-45, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:53,1900-01-00 00:00:00,,02:26:02:03:25:E0,-45,,0.000000,0.000000,0.000,0.000,Client
2024-11-27 21:01:53,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-45, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:53,1900-01-00 00:00:00,,02:26:02:03:25:E0,-45,,0.000000,0.000000,0.000,0.000,Client
2024-11-27 21:01:53,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-45, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:53,1900-01-00 00:00:00,,02:26:02:03:25:E0,-45,,0.000000,0.000000,0.000,0.000,Client
2024-11-27 21:01:53,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-45, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:53,1900-01-00 00:00:00,,02:26:02:03:25:E0,-45,,0.000000,0.000000,0.000,0.000,Client
2024-11-27 21:01:53,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-45, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:53,1900-01-00 00:00:00,,02:26:02:03:25:E0,-45,,0.000000,0.000000,0.000,0.000,Client
2024-11-27 21:01:53,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-45, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:53,1900-01-00 00:00:00,,02:26:02:03:25:E0,-45,,0.000000,0.000000,0.000,0.000,Client
2024-11-27 21:01:53,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-45, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:53,1900-01-00 00:00:00,,02:26:02:03:25:E0,-45,,0.000000,0.000000,0.000,0.000,Client
2024-11-27 21:01:53,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:53,1900-01-00 00:00:00,,02:26:02:03:25:E0,-44,,0.000000,0.000000,0.000,0.000,Client
2024-11-27 21:01:53,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:53,1900-01-00 00:00:00,,02:26:02:03:25:E0,-44,,0.000000,0.000000,0.000,0.000,Client
2024-11-27 21:01:53,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:53,1900-01-00 00:00:00,,02:26:02:03:25:E0,-44,,0.000000,0.000000,0.000,0.000,Client
2024-11-27 21:01:53,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:53,1900-01-00 00:00:00,,02:26:02:03:25:E0,-44,,0.000000,0.000000,0.000,0.000,Client
2024-11-27 21:01:53,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:53,1900-01-00 00:00:00,,02:26:02:03:25:E0,-44,,0.000000,0.000000,0.000,0.000,Client
2024-11-27 21:01:53,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:53,1900-01-00 00:00:00,,02:26:02:03:25:E0,-44,,0.000000,0.000000,0.000,0.000,Client
2024-11-27 21:01:53,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-44, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:53,1900-01-00 00:00:00,,02:26:02:03:25:E0,-44,,0.000000,0.000000,0.000,0.000,Client
2024-11-27 21:01:54,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-45, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:54,1900-01-00 00:00:00,,02:26:02:03:25:E0,-45,,0.000000,0.000000,0.000,0.000,Client
2024-11-27 21:01:54,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-45, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:54,1900-01-00 00:00:00,,02:26:02:03:25:E0,-45,,0.000000,0.000000,0.000,0.000,Client
2024-11-27 21:01:54,1900-01-00 00:00:00,,02:26:02:03:25:E0,-24,,0.000000,0.000000,0.000,0.000,Client
2024-11-27 21:01:54,1900-01-00 00:00:00,,02:26:02:03:25:E0,-24,,0.000000,0.000000,0.000,0.000,Client
2024-11-27 21:01:54,1900-01-00 00:00:00,,02:26:02:03:25:E0,-24,,0.000000,0.000000,0.000,0.000,Client
2024-11-27 21:01:54,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-45, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:54,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-45, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:54,1900-01-00 00:00:00,,02:26:02:03:25:E0,-33,,0.000000,0.000000,0.000,0.000,Client
2024-11-27 21:01:54,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-45, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:54,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-45, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:54,1900-01-00 00:00:00,,02:26:02:03:25:E0,-45,,0.000000,0.000000,0.000,0.000,Client
2024-11-27 21:01:54,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-45, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:54,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:54,1900-01-00 00:00:00,,02:26:02:03:25:E0,-33,,0.000000,0.000000,0.000,0.000,Client
2024-11-27 21:01:54,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:54,1900-01-00 00:00:00,,02:26:02:03:25:E0,-33,,0.000000,0.000000,0.000,0.000,Client
2024-11-27 21:01:54,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:54,1900-01-00 00:00:00,,02:26:02:03:25:E0,-33,,0.000000,0.000000,0.000,0.000,Client
2024-11-27 21:01:54,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:54,1900-01-00 00:00:00,,02:26:02:03:25:E0,-33,,0.000000,0.000000,0.000,0.000,Client
2024-11-27 21:01:54,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:54,1900-01-00 00:00:00,,02:26:02:03:25:E0,-33,,0.000000,0.000000,0.000,0.000,Client
2024-11-27 21:01:54,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:54,1900-01-00 00:00:00,,02:26:02:03:25:E0,-33,,0.000000,0.000000,0.000,0.000,Client
2024-11-27 21:01:54,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-33, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:54,1900-01-00 00:00:00,,02:26:02:03:25:E0,-33,,0.000000,0.000000,0.000,0.000,Client
2024-11-27 21:01:54,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-45, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:54,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:54,1900-01-00 00:00:00,,02:26:02:03:25:E0,-31,,0.000000,0.000000,0.000,0.000,Client
2024-11-27 21:01:54,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-31, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:54,1900-01-00 00:00:00,,02:26:02:03:25:E0,-31,,0.000000,0.000000,0.000,0.000,Client
2024-11-27 21:01:54,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-45, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:54,1900-01-00 00:00:00,,02:26:02:03:25:E0,-45,,0.000000,0.000000,0.000,0.000,Client
2024-11-27 21:01:54,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-45, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:54,1900-01-00 00:00:00,,02:26:02:03:25:E0,-45,,0.000000,0.000000,0.000,0.000,Client
2024-11-27 21:01:54,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-45, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:54,1900-01-00 00:00:00,,02:26:02:03:25:E0,-45,,0.000000,0.000000,0.000,0.000,Client
2024-11-27 21:01:54,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-45, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:54,1900-01-00 00:00:00,,02:26:02:03:25:E0,-45,,0.000000,0.000000,0.000,0.000,Client
2024-11-27 21:01:54,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-45, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:54,1900-01-00 00:00:00,,02:26:02:03:25:E0,-45,,0.000000,0.000000,0.000,0.000,Client
2024-11-27 21:01:54,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-45, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:54,1900-01-00 00:00:00,,02:26:02:03:25:E0,-45,,0.000000,0.000000,0.000,0.000,Client
2024-11-27 21:01:54,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-45, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:54,1900-01-00 00:00:00,,02:26:02:03:25:E0,-45,,0.000000,0.000000,0.000,0.000,Client
2024-11-27 21:01:54,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-45, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:54,1900-01-00 00:00:00,,02:26:02:03:25:E0,-45,,0.000000,0.000000,0.000,0.000,Client
2024-11-27 21:01:54,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-45, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:54,1900-01-00 00:00:00,,02:26:02:03:25:E0,-45,,0.000000,0.000000,0.000,0.000,Client
2024-11-27 21:01:54,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-45, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:54,1900-01-00 00:00:00,,02:26:02:03:25:E0,-45,,0.000000,0.000000,0.000,0.000,Client
2024-11-27 21:01:54,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-45, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-11-27 21:01:54,1900-01-00 00:00:00,,02:26:02:03:25:E0,-45,,0.000000,0.000000,0.000,0.000,Client
2024-11-27 21:01:54,1900-01-00 00:00:00,Struhar 2.4GHz,40:ED:00:17:E0:D8,-45, WPA2 ,0.000000,0.000000,0.000,0.000,AP
